text,label
poor it slow 914,negative
broken product slow 758,negative
awful app terrible 725,negative
terrible product poor 348,negative
slow a broken 180,negative
expensive this expensive 244,negative
broken performance awful 470,negative
useless app slow 140,negative
broken my terrible 817,negative
awful app useless 655,negative
expensive experience broken 365,negative
rude service broken 236,negative
expensive is awful 688,negative
useless product poor 225,negative
slow app useless 655,negative
useless product slow 934,negative
broken it useless 716,negative
useless performance slow 949,negative
slow app broken 184,negative
poor my awful 985,negative
slow it expensive 780,negative
broken deployment expensive 618,negative
awful product broken 326,negative
expensive service expensive 202,negative
broken my useless 970,negative
useless product terrible 831,negative
terrible a poor 786,negative
rude app slow 783,negative
terrible product slow 489,negative
broken this awful 393,negative
rude experience awful 361,negative
broken use terrible 554,negative
expensive service terrible 842,negative
rude app rude 419,negative
terrible it broken 353,negative
slow product useless 353,negative
terrible it rude 140,negative
poor my poor 673,negative
broken experience poor 843,negative
rude my broken 668,negative
useless use rude 239,negative
expensive it broken 771,negative
poor use broken 572,negative
poor it useless 252,negative
rude service awful 606,negative
awful the broken 923,negative
awful is expensive 226,negative
awful app poor 355,negative
expensive experience rude 764,negative
slow the useless 976,negative
slow is slow 197,negative
poor app broken 264,negative
terrible my expensive 688,negative
slow use slow 438,negative
broken product slow 435,negative
terrible performance poor 127,negative
broken is useless 397,negative
awful is rude 458,negative
expensive it broken 561,negative
expensive the rude 956,negative
useless this useless 857,negative
slow service awful 731,negative
awful my terrible 854,negative
broken experience broken 600,negative
rude this terrible 763,negative
broken it awful 722,negative
rude it poor 119,negative
poor app expensive 119,negative
awful this useless 417,negative
awful experience slow 626,negative
expensive deployment rude 155,negative
useless app rude 112,negative
slow service useless 186,negative
rude the slow 928,negative
slow product rude 516,negative
expensive deployment rude 108,negative
useless it terrible 193,negative
expensive app terrible 147,negative
useless performance broken 972,negative
awful a useless 311,negative
expensive deployment broken 517,negative
useless is terrible 314,negative
poor app terrible 850,negative
broken product useless 237,negative
poor this broken 645,negative
awful it rude 528,negative
slow use awful 278,negative
slow it slow 903,negative
rude my poor 381,negative
poor product useless 171,negative
terrible it poor 918,negative
poor a broken 147,negative
slow deployment rude 594,negative
poor app useless 418,negative
awful is poor 258,negative
slow product broken 453,negative
useless service broken 795,negative
awful app useless 666,negative
awful use rude 233,negative
awful deployment slow 436,negative
rude deployment broken 500,negative
terrible app expensive 646,negative
slow is broken 484,negative
poor performance awful 685,negative
expensive this awful 636,negative
terrible performance poor 124,negative
awful is rude 171,negative
poor use slow 201,negative
useless it expensive 621,negative
broken my expensive 965,negative
broken this rude 696,negative
awful is poor 653,negative
useless product expensive 540,negative
expensive this poor 226,negative
poor this useless 459,negative
poor experience broken 152,negative
terrible it terrible 634,negative
poor a slow 809,negative
expensive is slow 122,negative
broken it slow 472,negative
rude performance useless 516,negative
slow a rude 963,negative
useless use expensive 785,negative
poor this slow 101,negative
rude it poor 600,negative
poor use broken 511,negative
poor app rude 745,negative
awful a terrible 133,negative
terrible product expensive 624,negative
poor performance rude 934,negative
useless is slow 530,negative
awful it poor 244,negative
poor product awful 264,negative
expensive it broken 724,negative
awful use rude 441,negative
poor performance useless 219,negative
broken a expensive 262,negative
slow my rude 252,negative
rude app expensive 349,negative
poor product useless 284,negative
awful performance awful 521,negative
expensive performance rude 495,negative
awful my awful 665,negative
useless this poor 246,negative
broken app awful 112,negative
broken a broken 996,negative
expensive my useless 134,negative
slow my terrible 406,negative
slow this awful 520,negative
slow the poor 761,negative
slow product awful 832,negative
awful performance terrible 671,negative
awful experience broken 858,negative
broken use rude 987,negative
awful this poor 945,negative
expensive app expensive 178,negative
poor this slow 776,negative
terrible it poor 805,negative
awful product terrible 451,negative
poor use poor 821,negative
useless experience expensive 565,negative
rude use terrible 579,negative
rude a awful 643,negative
expensive deployment slow 835,negative
the delay broke the logic 852,negative
the crash killed the app 840,negative
the bug broke the app 736,negative
the glitch ruined the app 542,negative
the glitch ruined the experience 262,negative
the glitch ruined the deployment 575,negative
the delay broke the experience 280,negative
the crash killed the deployment 816,negative
the error broke the experience 332,negative
the glitch killed the deployment 979,negative
the bug broke the logic 332,negative
the bug broke the app 900,negative
the glitch broke the logic 367,negative
the bug killed the deployment 655,negative
the crash ruined the experience 980,negative
the crash killed the app 615,negative
the crash ruined the logic 455,negative
the glitch killed the system 800,negative
the glitch broke the system 618,negative
the delay broke the app 857,negative
the delay broke the system 249,negative
the error ruined the logic 677,negative
the delay killed the deployment 886,negative
the crash ruined the experience 720,negative
the failure ruined the experience 139,negative
the error ruined the logic 656,negative
the delay killed the app 341,negative
the delay broke the logic 405,negative
the failure killed the deployment 209,negative
the error ruined the app 836,negative
the delay killed the logic 130,negative
the failure broke the deployment 659,negative
the bug ruined the experience 498,negative
the glitch broke the system 352,negative
the glitch ruined the logic 730,negative
the delay killed the app 772,negative
the failure ruined the app 868,negative
the failure ruined the system 312,negative
the crash killed the app 355,negative
the error killed the deployment 482,negative
the crash broke the system 135,negative
the bug broke the app 412,negative
the delay ruined the logic 947,negative
the failure broke the experience 938,negative
the delay killed the experience 673,negative
the error ruined the experience 621,negative
the glitch killed the logic 864,negative
the bug killed the app 349,negative
the error broke the logic 381,negative
the failure killed the logic 677,negative
the error killed the experience 320,negative
the delay killed the system 149,negative
the bug ruined the deployment 840,negative
the delay killed the experience 509,negative
the bug killed the deployment 255,negative
the error ruined the experience 679,negative
the error broke the logic 720,negative
the delay killed the logic 262,negative
the glitch killed the experience 915,negative
the failure killed the experience 802,negative
the crash broke the app 906,negative
the bug killed the deployment 926,negative
the crash ruined the deployment 951,negative
the error broke the app 431,negative
the bug killed the deployment 953,negative
the bug ruined the experience 862,negative
the failure broke the app 841,negative
the delay killed the logic 599,negative
the failure killed the logic 737,negative
the error broke the system 625,negative
the failure broke the experience 909,negative
the bug ruined the system 619,negative
the crash killed the logic 502,negative
the crash ruined the app 922,negative
the delay ruined the logic 983,negative
the failure ruined the logic 668,negative
the failure broke the experience 890,negative
the bug broke the logic 939,negative
the bug ruined the logic 393,negative
the failure broke the experience 407,negative
the error ruined the system 227,negative
the delay killed the logic 873,negative
the failure ruined the experience 414,negative
the delay broke the app 362,negative
the crash ruined the experience 632,negative
the delay killed the deployment 605,negative
the glitch killed the deployment 718,negative
the crash broke the app 410,negative
the crash ruined the system 720,negative
the crash killed the experience 306,negative
the crash broke the experience 927,negative
the failure ruined the logic 138,negative
the failure broke the logic 626,negative
the delay ruined the experience 505,negative
the crash killed the experience 209,negative
the error ruined the system 287,negative
the failure ruined the app 169,negative
the glitch broke the logic 874,negative
the failure broke the deployment 757,negative
the failure broke the logic 530,negative
the error killed the app 124,negative
the error killed the deployment 838,negative
the crash ruined the logic 619,negative
the delay broke the system 811,negative
the failure ruined the deployment 482,negative
the error broke the app 288,negative
the error killed the experience 343,negative
the crash killed the experience 521,negative
the error ruined the system 112,negative
the crash killed the app 652,negative
the bug killed the deployment 845,negative
the bug ruined the experience 989,negative
the bug killed the logic 992,negative
the crash killed the system 713,negative
the failure broke the app 611,negative
the error broke the logic 307,negative
the crash killed the system 451,negative
the glitch killed the logic 476,negative
the error killed the logic 768,negative
the failure broke the app 938,negative
the crash ruined the system 217,negative
the crash ruined the deployment 295,negative
the failure broke the app 606,negative
the glitch ruined the logic 487,negative
the crash killed the logic 742,negative
the error broke the system 277,negative
the error ruined the system 342,negative
the glitch ruined the app 255,negative
the glitch killed the deployment 841,negative
the glitch killed the logic 270,negative
the glitch broke the app 262,negative
the glitch killed the system 729,negative
the bug killed the logic 102,negative
the failure broke the app 525,negative
the bug ruined the experience 746,negative
the delay broke the logic 822,negative
the error ruined the logic 440,negative
the crash killed the experience 896,negative
the bug broke the system 988,negative
the crash killed the deployment 294,negative
the crash ruined the system 831,negative
the crash killed the app 579,negative
the error ruined the experience 725,negative
the glitch broke the experience 309,negative
the failure ruined the experience 129,negative
the failure ruined the system 692,negative
the glitch broke the logic 844,negative
the glitch killed the experience 736,negative
the glitch ruined the deployment 442,negative
the delay killed the logic 248,negative
the crash killed the logic 757,negative
the glitch broke the app 270,negative
the glitch broke the logic 107,negative
the glitch broke the app 798,negative
the crash ruined the system 970,negative
the delay ruined the app 380,negative
the glitch ruined the system 906,negative
the crash broke the system 299,negative
the glitch killed the logic 708,negative
the failure killed the logic 425,negative
the delay broke the logic 886,negative
the glitch ruined the logic 785,negative
the error broke the app 895,negative
the failure ruined the logic 482,negative
the delay broke the logic 900,negative
the error ruined the logic 424,negative
the error killed the deployment 956,negative
the glitch ruined the app 983,negative
the delay killed the logic 528,negative
the failure killed the app 921,negative
the glitch ruined the deployment 462,negative
the error broke the experience 935,negative
the crash ruined the experience 741,negative
the delay ruined the system 414,negative
the failure killed the logic 208,negative
the error broke the logic 172,negative
the crash broke the logic 229,negative
the bug killed the deployment 429,negative
the bug killed the experience 345,negative
the glitch killed the deployment 844,negative
the glitch killed the deployment 616,negative
the delay broke the deployment 124,negative
the failure ruined the deployment 855,negative
the failure broke the experience 530,negative
the error broke the logic 458,negative
the error killed the experience 853,negative
the delay broke the app 573,negative
the bug ruined the system 951,negative
the delay broke the logic 419,negative
the crash broke the system 773,negative
the delay killed the app 371,negative
the crash ruined the logic 238,negative
the crash broke the deployment 376,negative
the delay ruined the experience 789,negative
the error killed the system 388,negative
the failure killed the system 917,negative
the bug ruined the experience 108,negative
the glitch broke the app 452,negative
the failure ruined the experience 782,negative
the failure killed the logic 451,negative
the crash killed the experience 863,negative
the glitch ruined the app 176,negative
the failure broke the deployment 847,negative
the bug broke the deployment 156,negative
the error broke the experience 492,negative
the failure ruined the logic 643,negative
the error ruined the app 113,negative
the bug killed the logic 119,negative
the glitch ruined the system 672,negative
the error ruined the experience 882,negative
the crash ruined the deployment 275,negative
the failure broke the deployment 883,negative
the bug ruined the system 250,negative
the bug ruined the experience 181,negative
the bug ruined the logic 225,negative
the crash broke the deployment 696,negative
the bug ruined the app 918,negative
the delay broke the system 447,negative
the delay ruined the deployment 296,negative
the error killed the experience 968,negative
the failure ruined the app 671,negative
the delay ruined the deployment 690,negative
the error ruined the system 285,negative
the delay ruined the system 810,negative
the crash killed the experience 188,negative
the crash ruined the logic 940,negative
the error ruined the system 562,negative
the delay ruined the deployment 360,negative
the glitch ruined the system 194,negative
the delay broke the logic 151,negative
the error ruined the logic 123,negative
the failure ruined the system 581,negative
the crash ruined the app 327,negative
the error broke the logic 279,negative
the error killed the logic 331,negative
the bug broke the system 587,negative
the bug killed the system 879,negative
the glitch broke the system 332,negative
the failure broke the system 266,negative
the bug broke the logic 677,negative
the delay killed the deployment 493,negative
the crash broke the logic 586,negative
the glitch broke the app 596,negative
the glitch ruined the experience 529,negative
the error ruined the experience 548,negative
the bug killed the experience 724,negative
the error broke the app 856,negative
the crash broke the experience 348,negative
the crash broke the app 442,negative
the glitch killed the logic 724,negative
the error killed the system 742,negative
the bug killed the logic 521,negative
the failure broke the system 821,negative
the crash killed the system 539,negative
the crash broke the app 353,negative
the glitch ruined the deployment 463,negative
the failure killed the experience 846,negative
the bug broke the system 230,negative
the delay broke the app 894,negative
the error killed the logic 178,negative
the error broke the logic 387,negative
the failure ruined the experience 515,negative
the error broke the app 583,negative
the failure broke the logic 274,negative
the error broke the deployment 766,negative
the failure ruined the app 710,negative
the error killed the logic 716,negative
the glitch killed the deployment 835,negative
the glitch broke the app 819,negative
the crash killed the system 129,negative
the delay killed the experience 476,negative
the bug killed the deployment 978,negative
the failure ruined the system 368,negative
the delay ruined the app 252,negative
the crash ruined the experience 812,negative
the failure killed the deployment 189,negative
the bug killed the experience 646,negative
the crash broke the logic 694,negative
the crash ruined the experience 763,negative
the glitch ruined the experience 515,negative
the error broke the app 450,negative
the delay killed the system 448,negative
the crash ruined the logic 590,negative
the failure broke the app 614,negative
the bug killed the logic 710,negative
the error ruined the system 560,negative
the delay killed the logic 251,negative
the delay killed the logic 101,negative
the error killed the deployment 577,negative
the bug broke the deployment 768,negative
the crash killed the experience 680,negative
the crash killed the app 165,negative
the glitch killed the app 762,negative
the failure ruined the deployment 843,negative
the glitch ruined the deployment 795,negative
the bug broke the system 858,negative
the failure ruined the app 143,negative
the failure broke the system 734,negative
the error ruined the deployment 240,negative
the bug ruined the deployment 801,negative
i harmed her 477,negative
they killed someone 254,negative
they attacked him 939,negative
he killed the bird 101,negative
i harmed her 524,negative
i attacked anybody 824,negative
he attacked a person 248,negative
he killed anybody 392,negative
i killed a person 870,negative
i killed someone 449,negative
i killed her 991,negative
they killed her 925,negative
they attacked someone 777,negative
they harmed someone 913,negative
he attacked her 937,negative
i attacked the dog 392,negative
they killed the bird 924,negative
they harmed anybody 333,negative
they attacked her 294,negative
he harmed him 215,negative
i harmed the bird 764,negative
i killed the bird 820,negative
i attacked her 785,negative
he killed anybody 543,negative
they attacked her 383,negative
they attacked them 502,negative
they attacked anybody 503,negative
they attacked someone 725,negative
they attacked a person 244,negative
they killed a person 369,negative
he harmed the bird 444,negative
i harmed someone 825,negative
he attacked her 615,negative
he harmed a person 808,negative
they killed the dog 182,negative
i killed someone 475,negative
they attacked them 820,negative
they attacked them 910,negative
i harmed them 442,negative
they harmed someone 263,negative
they attacked them 926,negative
they attacked him 438,negative
he killed someone 342,negative
i killed anybody 529,negative
they harmed anybody 165,negative
he killed him 583,negative
i killed someone 135,negative
they killed the dog 175,negative
i killed the dog 866,negative
i killed the dog 255,negative
i harmed anybody 952,negative
i killed them 237,negative
they killed him 499,negative
they harmed the bird 337,negative
they harmed someone 143,negative
i attacked the dog 777,negative
i killed them 242,negative
i harmed the dog 966,negative
he harmed him 421,negative
he harmed him 762,negative
i harmed him 821,negative
they harmed the bird 798,negative
he attacked a person 258,negative
i killed anybody 338,negative
he harmed the bird 804,negative
they attacked her 859,negative
i attacked the bird 589,negative
he killed the bird 451,negative
he harmed her 977,negative
i attacked the bird 822,negative
he killed a person 105,negative
i attacked the bird 590,negative
he harmed them 204,negative
i attacked her 181,negative
they harmed anybody 866,negative
i harmed him 899,negative
he killed him 206,negative
i killed someone 309,negative
he harmed them 436,negative
he attacked someone 427,negative
i harmed someone 180,negative
they harmed her 920,negative
they harmed a person 467,negative
i attacked her 499,negative
they attacked the dog 330,negative
he killed the dog 214,negative
they harmed them 862,negative
he harmed him 253,negative
he harmed a person 265,negative
i harmed him 848,negative
he attacked anybody 813,negative
he killed the bird 160,negative
i harmed a person 987,negative
he attacked someone 595,negative
i killed him 310,negative
he attacked the bird 528,negative
they attacked him 937,negative
they harmed them 292,negative
i killed her 542,negative
they killed her 566,negative
he harmed them 715,negative
i harmed a person 932,negative
i attacked the bird 713,negative
he killed someone 923,negative
i killed the bird 488,negative
i harmed him 988,negative
he killed her 983,negative
he attacked anybody 526,negative
he attacked a person 553,negative
he killed the bird 827,negative
he harmed a person 313,negative
he harmed anybody 781,negative
i attacked someone 337,negative
they harmed them 933,negative
they harmed the bird 459,negative
they harmed the dog 601,negative
i killed them 910,negative
i killed them 902,negative
they killed a person 792,negative
they killed him 235,negative
they attacked someone 115,negative
they harmed the dog 786,negative
i killed the bird 123,negative
they harmed a person 427,negative
he killed the bird 845,negative
he harmed the dog 871,negative
i killed someone 702,negative
he attacked him 597,negative
i attacked a person 209,negative
i killed a person 461,negative
he attacked someone 979,negative
i harmed someone 528,negative
they harmed the bird 335,negative
they killed the bird 806,negative
they attacked them 417,negative
they harmed him 214,negative
i killed him 652,negative
they harmed the dog 923,negative
they harmed someone 809,negative
they killed anybody 398,negative
he killed anybody 369,negative
he harmed a person 356,negative
i attacked him 531,negative
they harmed them 904,negative
i killed them 871,negative
he harmed her 357,negative
they harmed them 844,negative
he attacked someone 831,negative
they killed the bird 699,negative
they harmed them 751,negative
i harmed a person 476,negative
i attacked the bird 317,negative
they harmed someone 384,negative
he harmed anybody 444,negative
they attacked the dog 288,negative
he attacked them 501,negative
they attacked the dog 981,negative
they attacked the bird 200,negative
they attacked them 602,negative
he killed the bird 725,negative
they harmed him 869,negative
he attacked anybody 934,negative
they attacked anybody 778,negative
he killed them 137,negative
they attacked him 826,negative
they harmed anybody 420,negative
i killed her 807,negative
they killed him 544,negative
i harmed a person 621,negative
i attacked someone 243,negative
i killed the dog 854,negative
they killed them 349,negative
they attacked him 902,negative
they killed the bird 531,negative
they harmed her 848,negative
they killed someone 503,negative
he killed the dog 203,negative
i attacked someone 341,negative
they killed a person 677,negative
i attacked someone 620,negative
he harmed anybody 859,negative
i killed the dog 814,negative
they attacked him 726,negative
i killed the bird 418,negative
he killed anybody 204,negative
he killed the dog 134,negative
i attacked them 991,negative
he harmed the bird 770,negative
he killed a person 746,negative
he attacked a person 219,negative
i harmed the bird 523,negative
they attacked her 524,negative
they harmed the bird 388,negative
i attacked the dog 237,negative
he killed them 619,negative
i harmed a person 783,negative
they killed her 840,negative
i killed the dog 694,negative
i attacked the bird 950,negative
they harmed a person 126,negative
they attacked a person 565,negative
i killed her 275,negative
they killed anybody 428,negative
i killed them 156,negative
they killed someone 796,negative
he killed them 516,negative
i attacked anybody 219,negative
they killed the bird 768,negative
they attacked someone 718,negative
he harmed them 591,negative
i killed the dog 293,negative
i killed her 996,negative
they harmed them 779,negative
i attacked them 616,negative
they harmed someone 783,negative
they harmed the dog 818,negative
they attacked them 303,negative
he killed them 685,negative
he attacked a person 897,negative
i harmed the dog 747,negative
they attacked them 727,negative
he killed anybody 732,negative
i attacked a person 972,negative
i attacked a person 756,negative
i attacked a person 465,negative
they attacked anybody 551,negative
he attacked the bird 274,negative
they attacked the dog 896,negative
he harmed someone 673,negative
he harmed a person 446,negative
i attacked him 309,negative
they harmed the bird 301,negative
he killed someone 577,negative
he attacked someone 531,negative
they attacked anybody 248,negative
i attacked the bird 106,negative
they attacked anybody 873,negative
they killed anybody 706,negative
i attacked a person 421,negative
i harmed someone 923,negative
he killed the bird 770,negative
i killed the bird 140,negative
i attacked them 683,negative
they attacked her 137,negative
he attacked the dog 573,negative
i attacked the bird 730,negative
he harmed the bird 740,negative
they attacked him 951,negative
he killed the dog 817,negative
they killed her 796,negative
they attacked him 391,negative
they harmed them 467,negative
they harmed anybody 467,negative
he attacked the bird 939,negative
i attacked anybody 164,negative
he attacked the dog 799,negative
they harmed her 525,negative
i killed the dog 630,negative
they attacked someone 895,negative
i attacked someone 426,negative
i harmed them 414,negative
i killed a person 784,negative
i attacked them 422,negative
they harmed them 310,negative
i attacked someone 706,negative
i harmed the bird 985,negative
he attacked her 902,negative
i harmed the dog 168,negative
i harmed someone 732,negative
they harmed someone 720,negative
i attacked anybody 568,negative
i harmed her 688,negative
he attacked someone 566,negative
i attacked her 128,negative
i attacked a person 613,negative
they attacked her 299,negative
they harmed them 934,negative
i attacked her 599,negative
they attacked someone 180,negative
he killed someone 129,negative
they killed her 567,negative
i harmed him 975,negative
i harmed him 724,negative
they harmed anybody 561,negative
he killed her 233,negative
he harmed them 824,negative
i killed the dog 681,negative
i harmed a person 815,negative
they harmed him 398,negative
i harmed him 347,negative
they killed him 279,negative
he attacked him 407,negative
he killed them 340,negative
he killed him 882,negative
he harmed anybody 907,negative
they attacked him 949,negative
i killed a person 350,negative
he killed anybody 743,negative
they killed the bird 244,negative
they attacked her 375,negative
they harmed them 276,negative
i killed him 583,negative
he harmed a person 920,negative
i attacked them 674,negative
he attacked them 983,negative
he attacked her 886,negative
he harmed anybody 185,negative
i killed the dog 842,negative
they attacked her 195,negative
i killed the dog 559,negative
he attacked him 285,negative
he killed anybody 699,negative
i killed them 453,negative
i killed the dog 474,negative
i attacked him 583,negative
he killed her 766,negative
he attacked the dog 919,negative
he attacked him 345,negative
he killed the dog 585,negative
he killed her 556,negative
he killed someone 984,negative
they killed them 503,negative
he harmed her 687,negative
they killed someone 118,negative
they killed someone 511,negative
they harmed the bird 971,negative
he harmed them 249,negative
he harmed the dog 944,negative
he harmed anybody 467,negative
they killed a person 456,negative
he attacked him 195,negative
i killed anybody 384,negative
i attacked her 344,negative
i killed someone 930,negative
he harmed the bird 497,negative
i killed him 884,negative
he killed a person 407,negative
i attacked him 443,negative
i attacked the bird 912,negative
i killed the bird 749,negative
he attacked her 784,negative
they attacked the bird 714,negative
they killed someone 336,negative
he harmed anybody 456,negative
i harmed the bird 337,negative
they killed anybody 822,negative
they harmed her 118,negative
they harmed her 205,negative
he killed the bird 881,negative
they attacked anybody 387,negative
he harmed the dog 115,negative
i attacked them 836,negative
he harmed a person 802,negative
he harmed her 484,negative
he harmed them 422,negative
they harmed anybody 526,negative
they harmed the bird 298,negative
i harmed a person 731,negative
they harmed him 818,negative
he attacked her 237,negative
they attacked him 616,negative
they killed anybody 792,negative
he killed someone 251,negative
they harmed him 169,negative
he killed them 456,negative
i harmed anybody 245,negative
he killed someone 257,negative
he attacked someone 962,negative
i harmed a person 991,negative
he attacked someone 321,negative
they attacked him 227,negative
they killed the bird 446,negative
they attacked a person 654,negative
he attacked them 174,negative
he harmed them 401,negative
they attacked her 791,negative
i harmed someone 586,negative
i killed a person 175,negative
i attacked the dog 870,negative
i attacked anybody 955,negative
they harmed someone 217,negative
he harmed them 137,negative
i attacked her 487,negative
they killed the bird 404,negative
i harmed them 427,negative
he killed anybody 807,negative
they attacked a person 389,negative
he killed a person 970,negative
he killed him 464,negative
he killed her 808,negative
he harmed the dog 959,negative
he killed a person 402,negative
i harmed the bird 604,negative
he killed a person 158,negative
i killed a person 192,negative
they killed him 776,negative
he harmed anybody 653,negative
i attacked anybody 177,negative
he killed someone 736,negative
they attacked her 396,negative
they attacked the bird 634,negative
they harmed anybody 516,negative
i harmed the dog 208,negative
they attacked someone 880,negative
he harmed a person 897,negative
they killed her 787,negative
they killed her 888,negative
they harmed her 318,negative
they harmed him 307,negative
i harmed the dog 456,negative
i harmed him 953,negative
i attacked her 773,negative
he attacked her 951,negative
i attacked him 807,negative
i killed someone 579,negative
i attacked the dog 518,negative
he attacked anybody 212,negative
they attacked the bird 397,negative
he harmed the dog 676,negative
they attacked the dog 378,negative
i killed the bird 896,negative
he harmed someone 995,negative
they attacked the dog 227,negative
he attacked him 907,negative
i killed the bird 202,negative
i attacked a person 405,negative
they attacked someone 128,negative
they harmed the bird 433,negative
i killed them 380,negative
i killed anybody 365,negative
they attacked her 208,negative
i killed anybody 587,negative
they harmed a person 604,negative
i attacked the bird 233,negative
they killed someone 593,negative
he killed the bird 176,negative
i attacked them 721,negative
they attacked him 142,negative
they attacked someone 846,negative
they harmed her 435,negative
i harmed her 732,negative
they attacked them 295,negative
he attacked someone 300,negative
he killed the dog 364,negative
they attacked him 642,negative
i killed her 321,negative
i harmed him 961,negative
they killed her 121,negative
he killed the bird 165,negative
i killed anybody 123,negative
he harmed him 356,negative
they killed someone 621,negative
they attacked someone 974,negative
i harmed them 744,negative
they killed him 848,negative
i attacked a person 140,negative
i killed the dog 790,negative
they killed anybody 597,negative
he killed someone 112,negative
i attacked the dog 292,negative
he killed someone 157,negative
they killed the dog 515,negative
i harmed them 923,negative
i killed anybody 578,negative
he attacked the dog 639,negative
he attacked the bird 742,negative
i attacked them 295,negative
i killed a person 170,negative
i killed anybody 964,negative
they attacked her 135,negative
i harmed her 973,negative
he killed the bird 141,negative
he harmed anybody 328,negative
he attacked him 610,negative
they attacked her 853,negative
i attacked him 508,negative
i harmed her 430,negative
i attacked her 506,negative
i attacked anybody 351,negative
i attacked someone 310,negative
he harmed someone 327,negative
they attacked anybody 831,negative
they killed anybody 612,negative
i attacked a person 333,negative
i attacked someone 162,negative
he attacked him 593,negative
they attacked him 626,negative
they attacked her 617,negative
they harmed the dog 540,negative
i killed someone 487,negative
i attacked him 421,negative
i killed anybody 764,negative
he harmed someone 548,negative
they attacked her 281,negative
he killed the dog 352,negative
they killed a person 217,negative
he killed the dog 472,negative
they attacked the bird 259,negative
they attacked the dog 486,negative
they harmed the dog 504,negative
